item_name,info_json
Shrimp Scampi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""shrimp"", ""butter"", ""garlic"", ""parsley"", ""lemon"", ""linguine""],""Preparation Time"": 20}"
Side Dishes,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""potatoes"", ""peas"", ""onions"", ""ghee""],""Preparation Time"": 20}"
Slab Pie,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Pork"", ""Chicken"", ""Beef"", ""Onion"", ""Garlic"", ""Tomato"", ""Oregano"", ""Thyme"", ""Rosemary"", ""Salt"", ""Pepper"", ""Flour"", ""Butter"", ""Egg""],""Preparation Time"": 45}"
Sliders,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""beef"", ""onion"", ""tomato"", ""lettuce"", ""cheese"", ""buns""],""Preparation Time"": 20}"
Sloppy Joes,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Ground Beef"", ""Onion"", ""Bell Pepper"", ""Tomato Sauce"", ""Tomatoes"", ""Worcestershire Sauce"", ""Brown Sugar"", ""Salt"", ""Pepper""],""Preparation Time"": 20}"
Slow Cooker Recipes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""Chicken Breast"", ""Onion"", ""Garlic"", ""Tomato"", ""Chili Powder"", ""Cumin"", ""Paprika"", ""Salt"", ""Pepper"", ""Olive Oil""],""Preparation Time"": 20}"
Smoothies,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Global"",""Ingredients"": [""banana"", ""strawberry"", ""milk"", ""honey"", ""ice""],""Preparation Time"": 10}"
Snickerdoodles,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""butter"", ""sugar"", ""eggs"", ""flour"", ""cream of tartar"", ""baking soda"", ""salt"", ""cinnamon"", ""sugar""],""Preparation Time"": 20}"
Soups,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""onions"", ""carrots"", ""celery"", ""potatoes"", ""garlic"", ""thyme"", ""bay leaves"", ""black pepper"", ""salt""],""Preparation Time"": 40}"
Sous Vide Recipes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""Eggs"", ""Meat"", ""Vegetables"", ""Herbs"", ""Spices""],""Preparation Time"": 60}"
Spaghetti,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""spaghetti"", ""tomato sauce"", ""ground beef"", ""onion"", ""garlic"", ""olive oil"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Spanish Rice,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""rice"", ""tomatoes"", ""onions"", ""garlic"", ""olive oil"", ""paprika"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Spice Cakes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""European"",""Ingredients"": [""flour"", ""butter"", ""eggs"", ""sugar"", ""spices"", ""nuts""],""Preparation Time"": 40}"
Spinach Dips,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""spinach"", ""cream cheese"", ""mayonnaise"", ""garlic powder"", ""onion powder"", ""salt"", ""pepper""],""Preparation Time"": 20}"
Split Pea Soups,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""Split peas"", ""Onion"", ""Carrots"", ""Celery"", ""Garlic"", ""Thyme"", ""Bay leaves"", ""Chicken or vegetable broth"", ""Cream""],""Preparation Time"": 40}"
Spritz Cookies,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""butter"", ""sugar"", ""eggs"", ""flour"", ""baking powder"", ""salt"", ""vanilla extract"", ""colored sprinkles""],""Preparation Time"": 20}"
St. Patrick's Day,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Irish"",""Ingredients"": [""corned beef"", ""cabbage"", ""potatoes"", ""carrots"", ""onions"", ""salt"", ""pepper""],""Preparation Time"": 45}"
Stews,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""Beef"", ""Potatoes"", ""Carrots"", ""Onions"", ""Garlic"", ""Thyme"", ""Rosemary"", ""Bay Leaves""],""Preparation Time"": 40}"
Stir-Fries,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Chinese"",""Ingredients"": [""vegetables"", ""soy sauce"", ""garlic"", ""ginger""],""Preparation Time"": 20}"
Strawberry Pie,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Strawberries"", ""Sugar"", ""Flour"", ""Eggs"", ""Butter"", ""Milk"", ""Salt""],""Preparation Time"": 40}"
Strawberry Shortcakes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Strawberries"", ""Shortcake"", ""Whipped Cream"", ""Sugar"", ""Eggs"", ""Butter""],""Preparation Time"": 30}"
Stuffed Mushrooms,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""mushrooms"", ""sausage"", ""breadcrumbs"", ""cheese"", ""onion"", ""garlic"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Stuffed Peppers,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mediterranean"",""Ingredients"": [""bell peppers"", ""ground beef"", ""rice"", ""tomatoes"", ""onion"", ""garlic"", ""paprika"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Sugar Cookies,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Butter"", ""Sugar"", ""Eggs"", ""Flour"", ""Baking Powder"", ""Salt"", ""Vanilla Extract""],""Preparation Time"": 30}"
Sugar-Free Recipes,"{""Dietary Category"": ""keto"",""Specific Cuisine"": ""Western"",""Ingredients"": [""almond flour"", ""coconut sugar"", ""eggs"", ""unsweetened almond milk"", ""vanilla extract""],""Preparation Time"": 20}"
Sushi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""vinegared rice"", ""raw fish"", ""seaweed"", ""wasabi""],""Preparation Time"": 30}"
Sweet Potato Pie,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""sweet potatoes"", ""sugar"", ""eggs"", ""flour"", ""spices"", ""butter""],""Preparation Time"": 40}"
Swiss Steak,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""beef"", ""onion"", ""garlic"", ""tomato paste"", ""red wine"", ""thyme"", ""bay leaves"", ""black pepper"", ""salt""],""Preparation Time"": 45}"
Taco Salads,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""ground beef"", ""lettuce"", ""tomatoes"", ""cheese"", ""tortilla chips"", ""salsa""],""Preparation Time"": 20}"
Tacos,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""tortilla"", ""ground beef"", ""cheese"", ""lettuce"", ""tomato"", ""onion""],""Preparation Time"": 20}"
Tailgating,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""burgers"", ""hot dogs"", ""chips"", ""dip"", ""soda""],""Preparation Time"": 30}"
Tamales,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""pork"", ""chicken"", ""corn dough"", ""tomatoes"", ""onions"", ""garlic"", ""cumin"", ""paprika""],""Preparation Time"": 45}"
Tapas,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""olives"", ""tortilla"", ""tomatoes"", ""garlic"", ""ham"", ""anchovies""],""Preparation Time"": 20}"
Tater Tot Casseroles,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""tater tots"", ""ground beef"", ""onion"", ""garlic"", ""beef broth"", ""milk"", ""cheddar cheese"", ""butter"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Tempeh,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indonesian"",""Ingredients"": [""fermented soybeans"", ""rice"", ""water"", ""starter culture""],""Preparation Time"": 24}"
Tetrazzini,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""mushrooms"", ""chicken"", ""cream"", ""parmesan cheese"", ""butter"", ""onions"", ""white wine""],""Preparation Time"": 40}"
Tex-Mex,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""ground beef"", ""tortillas"", ""cheese"", ""beans"", ""tomatoes"", ""onions"", ""bell peppers"", ""salsa"", ""cilantro""],""Preparation Time"": 30}"
Thanksgiving,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""turkey"", ""stuffing"", ""mashed potatoes"", ""pumpkin pie"", ""cranberry sauce""],""Preparation Time"": 180}"
Thumbprint Cookies,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Butter"", ""Sugar"", ""Eggs"", ""Flour"", ""Baking Soda"", ""Salt"", ""Chocolate Chips"", ""Peanut Butter""],""Preparation Time"": 20}"
Tiramisu,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Ladyfingers"", ""Espresso"", ""Mascarpone Cheese"", ""Whipped Cream"", ""Cocoa Powder""],""Preparation Time"": 40}"
Toffee,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""British"",""Ingredients"": [""milk"", ""sugar"", ""butter"", ""vanilla""],""Preparation Time"": 20}"
Tofu,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Chinese"",""Ingredients"": [""soybeans"", ""water"", ""calcium sulfate"", ""magnesium chloride""],""Preparation Time"": 20}"
Tomato Salads,"{""Dietary Category"": ""Veg"",""Specific Cuisine"": ""Mediterranean"",""Ingredients"": [""Tomatoes"", ""Cucumbers"", ""Onions"", ""Feta Cheese"", ""Olive Oil"", ""Balsamic Vinegar"", ""Basil""],""Preparation Time"": 20}"
Tortellini,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""pork loin"", ""prosciutto"", ""parmesan cheese"", ""eggs"", ""flour"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Tortes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Austrian"",""Ingredients"": [""Ground nuts"", ""Chocolate"", ""Eggs"", ""Butter"", ""Flour"", ""Sugar"", ""Cream""],""Preparation Time"": 45}"
Tortillas,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""wheat flour"", ""water"", ""salt"", ""oil""],""Preparation Time"": 20}"
Tostadas,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""corn tortillas"", ""beans"", ""cheese"", ""meat"", ""vegetables"", ""salsa"", ""avocado""],""Preparation Time"": 20}"
Truffles,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""truffle oil"", ""butter"", ""salt"", ""black truffle""],""Preparation Time"": 20}"
Tuna Casseroles,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""tuna"", ""pasta"", ""onions"", ""mushrooms"", ""cheese"", ""mayonnaise""],""Preparation Time"": 40}"
Tuna Salads,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""tuna"", ""mayonnaise"", ""onions"", ""carrots"", ""celery""],""Preparation Time"": 20}"
Turkey,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""turkey breast"", ""salt"", ""pepper"", ""herbs"", ""butter""],""Preparation Time"": 45}"
Turkey Brines,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""turkey"", ""salt"", ""sugar"", ""black pepper"", ""water"", ""herbs""],""Preparation Time"": 30}"
TVP Recipes,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""TVP"", ""onion"", ""garlic"", ""tomato paste"", ""vegetable broth"", ""dried oregano"", ""dried basil"", ""salt"", ""pepper""],""Preparation Time"": 20}"
Upside-Down Cakes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Pineapple"", ""Cherry"", ""Brown Sugar"", ""Butter"", ""Eggs"", ""Flour"", ""Baking Powder"", ""Salt"", ""Cinnamon""],""Preparation Time"": 40}"
Valentine's Day,"{""Dietary Category"": ""Non-Veg"", ""Specific Cuisine"": ""French"", ""Ingredients"": [""Dark Chocolate"", ""Strawberries"", ""Cream"", ""Sugar""], ""Preparation Time"": 30}"
Vegan,"{""Dietary Category"": ""vegan"",""Specific Cuisine"": ""Global"",""Ingredients"": [""plant-based milk"", ""tofu"", ""tempeh"", ""seitan"", ""nuts"", ""seeds"", ""legumes"", ""whole grains""],""Preparation Time"": 30}"
Vegetable Side Dishes,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""zucchini"", ""bell peppers"", ""onions"", ""garlic"", ""olive oil"", ""salt"", ""pepper"", ""basil""],""Preparation Time"": 20}"
Vegetables A to Z,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Global"",""Ingredients"": [""Carrots"", ""Broccoli"", ""Cauliflower"", ""Kale"", ""Spinach"", ""Tomatoes"", ""Cucumbers"", ""Peppers"", ""Onions"", ""Mushrooms"", ""Asparagus"", ""Beets"", ""Brussels Sprouts"", ""Celery"", ""Corn"", ""Eggplant"", ""Garlic"", ""Green Beans"", ""Lettuce"", ""Okra"", ""Olives"", ""Potatoes"", ""Pumpkins"", ""Radishes"", ""Sweet Potatoes"", ""Zucchini""],""Preparation Time"": 20}"
Vegetarian,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""potatoes"", ""peas"", ""onions"", ""tomatoes"", ""spices""],""Preparation Time"": 30}"
Waffles,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Belgian"",""Ingredients"": [""flour"", ""eggs"", ""milk"", ""butter"", ""sugar"", ""vanilla extract""],""Preparation Time"": 20}"
Waldorf Salads,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""chicken"", ""grapes"", ""walnuts"", ""apples"", ""celery"", ""mayonnaise"", ""lettuce""],""Preparation Time"": 20}"
Whole Wheat Breads,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""whole wheat flour"", ""yeast"", ""salt"", ""sugar"", ""water""],""Preparation Time"": 40}"
Whole30,"{""Dietary Category"": ""Whole30"",""Specific Cuisine"": ""American"",""Ingredients"": [""meat"", ""fish"", ""fruits"", ""vegetables"", ""nuts"", ""seeds""],""Preparation Time"": 30}"
Whoopie Pies,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""flour"", ""sugar"", ""butter"", ""eggs"", ""milk"", ""cocoa powder"", ""baking powder"", ""salt"", ""vanilla extract""],""Preparation Time"": 30}"
Winter Squash,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""winter squash"", ""onion"", ""garlic"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Yams,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""African"",""Ingredients"": [""yams"", ""olive oil"", ""onion"", ""garlic"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Yeast Breads,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""European"",""Ingredients"": [""yeast"", ""flour"", ""water"", ""salt"", ""sugar""],""Preparation Time"": 40}"
Ziti,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""ziti pasta"", ""ground beef"", ""onion"", ""garlic"", ""tomato sauce"", ""mozzarella cheese"", ""parmesan cheese"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Zucchini Breads,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""zucchini"", ""flour"", ""eggs"", ""cheese"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 30}"
DINNERS,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""pasta"", ""tomato sauce"", ""meatballs"", ""parmesan cheese""],""Preparation Time"": 30}"
Butter Chicken,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""butter"", ""chicken"", ""tomatoes"", ""onions"", ""garlic"", ""ginger"", ""garam masala"", ""cumin"", ""coriander"", ""cayenne pepper"", ""salt"", ""black pepper"", ""heavy cream"", ""basil""],""Preparation Time"": 40}"
Dal Makhani,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""black lentils"", ""kidney beans"", ""butter"", ""cream"", ""tomatoes"", ""onions"", ""garlic"", ""ginger"", ""garam masala"", ""cumin seeds""],""Preparation Time"": 30}"
Chicken Tikka Masala,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""chicken breast"", ""yogurt"", ""lemon juice"", ""garam masala"", ""cumin"", ""coriander"", ""cayenne pepper"", ""tomatoes"", ""onions"", ""bell peppers"", ""garlic"", ""ginger"", ""butter"", ""heavy cream""],""Preparation Time"": 40}"
Biryani,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""basmati rice"", ""meat or vegetables"", ""onions"", ""garlic"", ""ginger"", ""cumin seeds"", ""coriander seeds"", ""turmeric"", ""red chili powder"", ""garam masala"", ""salt"", ""yogurt"", ""lemon juice"", ""ghee or oil""],""Preparation Time"": 40}"
Naan Bread,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""flour"", ""yeast"", ""yogurt"", ""ghee"", ""salt""],""Preparation Time"": 20}"
Samosa,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""potatoes"", ""peas"", ""onions"", ""spices"", ""flour""],""Preparation Time"": 30}"
Tandoori Chicken,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""chicken"", ""yogurt"", ""lemon juice"", ""garam masala"", ""cumin"", ""coriander"", ""cayenne pepper"", ""garlic"", ""ginger"", ""salt""],""Preparation Time"": 30}"
Chana Masala,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""chickpeas"", ""onions"", ""tomatoes"", ""garlic"", ""ginger"", ""cumin"", ""coriander"", ""garam masala"", ""cayenne pepper"", ""salt"", ""black pepper"", ""lemon juice"", ""cilantro""],""Preparation Time"": 30}"
Aloo Gobi,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""potatoes"", ""cauliflower"", ""onions"", ""garlic"", ""ginger"", ""tomatoes"", ""cumin seeds"", ""coriander powder"", ""turmeric"", ""red chili powder"", ""garam masala"", ""salt"", ""oil""],""Preparation Time"": 30}"
Mango Lassi,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""yogurt"", ""mango"", ""sugar"", ""water"", ""cardamom""],""Preparation Time"": 10}"
Pad Thai,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Thai"",""Ingredients"": [""rice noodles"", ""shrimp"", ""tofu"", ""bean sprouts"", ""peanuts"", ""eggs"", ""fish sauce"", ""tamarind paste"", ""palm sugar"", ""lime juice"", ""vegetable oil""],""Preparation Time"": 25}"
Green Curry,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Thai"",""Ingredients"": [""coconut milk"", ""green curry paste"", ""chicken"", ""Thai basil"", ""fish sauce"", ""palm sugar"", ""lime juice"", ""vegetable oil""],""Preparation Time"": 30}"
Tom Yum Soup,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Thai"",""Ingredients"": [""shrimp"", ""lemon grass"", ""lime leaves"", ""galangal"", ""fish sauce"", ""lime juice"", ""chili peppers"", ""coconut milk""],""Preparation Time"": 30}"
Som Tam (Green Papaya Salad),"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Thai"",""Ingredients"": [""green papaya"", ""tomatoes"", ""chilies"", ""peanuts"", ""fish sauce"", ""lime juice"", ""palm sugar""],""Preparation Time"": 20}"
Massaman Curry,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Thai"",""Ingredients"": [""beef or chicken or pork"", ""onions"", ""garlic"", ""ginger"", ""massaman curry paste"", ""coconut milk"", ""potatoes"", ""peanuts"", ""fish sauce"", ""palm sugar"", ""tamarind paste"", ""star anise"", ""cinnamon"", ""cardamom"", ""bay leaves"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Spring Rolls,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Chinese"",""Ingredients"": [""vegetables"", ""rice paper"", ""soy sauce"", ""ginger"", ""garlic""],""Preparation Time"": 20}"
Pho,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Vietnamese"",""Ingredients"": [""beef"", ""rice noodles"", ""onions"", ""ginger"", ""star anise"", ""cinnamon"", ""fish sauce"", ""lime juice"", ""basil""],""Preparation Time"": 40}"
Banh Mi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Vietnamese"",""Ingredients"": [""pork"", ""pickled carrots"", ""cucumber"", ""cilantro"", ""chili sauce"", ""baguette""],""Preparation Time"": 20}"
Summer Rolls,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Vietnamese"",""Ingredients"": [""shrimp"", ""pork"", ""vegetables"", ""rice noodles"", ""mint"", ""basil"", ""cilantro""],""Preparation Time"": 20}"
Goi Cuon (Vietnamese Spring Rolls),"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Vietnamese"",""Ingredients"": [""shrimp"", ""pork"", ""vegetables"", ""rice noodles"", ""mint"", ""basil"", ""lettuce"", ""carrots"", ""cucumber""],""Preparation Time"": 20}"
Bun Cha,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Vietnamese"",""Ingredients"": [""pork patties"", ""rice noodles"", ""herbs"", ""lettuce"", ""basil"", ""mint"", ""grilled pork"", ""fish sauce"", ""lime juice""],""Preparation Time"": 30}"
Ramen,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""Pork"", ""Chicken Broth"", ""Wheat Noodles"", ""Soy Sauce"", ""Scallions"", ""Mushrooms"", ""Sesame Oil""],""Preparation Time"": 40}"
Sushi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""vinegared rice"", ""raw fish"", ""seaweed"", ""wasabi""],""Preparation Time"": 30}"
Tempura,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""seafood"", ""vegetables"", ""flour"", ""eggs"", ""oil""],""Preparation Time"": 20}"
Teriyaki Chicken,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""chicken breast"", ""soy sauce"", ""sugar"", ""vinegar"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Soba Noodles,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""buckwheat flour"", ""wheat flour"", ""water"", ""salt""],""Preparation Time"": 20}"
Miso Soup,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""miso paste"", ""dashi"", ""wakame seaweed"", ""green onions"", ""tofu""],""Preparation Time"": 20}"
Okonomiyaki,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""cabbage"", ""pork belly"", ""seafood"", ""okonomiyaki sauce"", ""mayo"", ""bonito flakes""],""Preparation Time"": 30}"
Takoyaki,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Japanese"",""Ingredients"": [""octopus"", ""flour"", ""water"", ""tempura bits"", ""green onion"", ""seaweed"", ""sauce""],""Preparation Time"": 20}"
Tiramisu,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""ladyfingers"", ""mascarpone cheese"", ""espresso"", ""whipped cream"", ""cocoa powder"", ""sugar""],""Preparation Time"": 40}"
Pizza Margherita,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Tomato"", ""Mozzarella Cheese"", ""Basil"", ""Olive Oil"", ""Salt"", ""Sugar""],""Preparation Time"": 20}"
Spaghetti Bolognese,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""spaghetti"", ""ground beef"", ""onion"", ""carrot"", ""celery"", ""tomato paste"", ""red wine"", ""beef broth"", ""tomatoes"", ""olive oil"", ""salt"", ""black pepper"", ""bay leaves"", ""thyme"", ""basil"", ""parmesan cheese""],""Preparation Time"": 40}"
Lasagna,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Ground Beef"", ""Lasagna Noodles"", ""Tomato Sauce"", ""Ricotta Cheese"", ""Mozzarella Cheese"", ""Parmesan Cheese"", ""Fresh Basil"", ""Oregano"", ""Garlic"", ""Onion""],""Preparation Time"": 40}"
Risotto,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Arborio rice"", ""white wine"", ""onions"", ""garlic"", ""parmesan cheese"", ""chicken broth""],""Preparation Time"": 40}"
Caprese Salad,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Tomatoes"", ""Mozzarella Cheese"", ""Basil"", ""Olive Oil"", ""Balsamic Vinegar"", ""Salt"", ""Pepper""],""Preparation Time"": 20}"
Carbonara,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""bacon"", ""eggs"", ""parmesan cheese"", ""spaghetti"", ""black pepper""],""Preparation Time"": 25}"
Pesto Pasta,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""pasta"", ""basil"", ""garlic"", ""olive oil"", ""parmesan cheese"", ""salt"", ""black pepper""],""Preparation Time"": 20}"
Arancini,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Rice"", ""Meat ragu"", ""Mozzarella"", ""Tomato sauce"", ""Breadcrumbs"", ""Egg"", ""Parmesan cheese""],""Preparation Time"": 40}"
Chicken Parmesan,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""chicken breast"", ""parmesan cheese"", ""breadcrums"", ""tomato sauce"", ""olive oil"", ""basil"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Paella,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""chicken"", ""shrimp"", ""mussels"", ""clams"", ""saffron"", ""tomatoes"", ""onions"", ""garlic"", ""paprika"", ""rice"", ""olive oil"", ""lemon""],""Preparation Time"": 45}"
Gazpacho,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""tomatoes"", ""peppers"", ""cucumbers"", ""onions"", ""garlic"", ""bread"", ""olive oil"", ""vinegar""],""Preparation Time"": 30}"
